Session ID,DateTime Stamp,IP Address,Advertisement ID Viewed,Product ID Viewed,Information Link ID Viewed,Product ID Added to Cart,Product ID Purchased,Payment Method,User Has Account,First Time Buyer,Repeat Buyer,Coupon Used,Mobile Device Used,Dollar Amount,Dollar Amount Sold,Sex,Age Range,Married,Ethnic,Employed,Student,Education,Income Range,Gift Card Used,Purchased as Gift,Occupation,Own Home,Hobby/Interest,Health
0000000001,8/27/2018 10:09,10.1.4016.1,Drones,The charcoal face mask,Your Orders,Bluetooth speakers,Liquid phone cases,Gift Card,YES,YES,NO,NO,YES,248.00,938.00,Male,25-34 years old,Divorced,Native Hawaiians and other Pacific Islanders,YES,NO,Master’s degree,150001 to 200000,YES,NO,Production transportation and material moving,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.4017.1,Fairy lights,Mens fashion accessories,Mission,3D printers,Wood frame sunglasses,Debit,NO,NO,YES,NO,YES,28.00,189.00,Male,Under 12 years old,Widowed,Middle Easterners and North Africans,YES,YES,,75001 to 100000,NO,YES,Management professional and related,NO,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.4018.1,Baby products,Baby products,Cart,Matcha Powder,Mens fashion accessories,Debit,NO,YES,YES,NO,YES,398.00,622.00,Female,12-17 years old,Widowed,Middle Easterners and North Africans,YES,NO,No schooling completed,100001 to 150000,YES,NO,Natural resources construction and maintenance,YES,Sewing,Health
0000000001,8/27/2018 10:09,10.1.4019.1,Phone power banks,Fairy lights,Mission,Coconut oil,3D printers,MasterCard,NO,NO,YES,YES,NO,577.00,228.00,Female,25-34 years old,Single never married,Native Hawaiians and other Pacific Islanders,YES,YES,,200001 and above,NO,NO,Production transportation and material moving,YES,Camping,Health
0000000001,8/27/2018 10:09,10.1.4020.1,Baby products,Mens fashion accessories,Your Recommendations,Enamel pins,Liquid phone cases,Debit,NO,NO,YES,YES,YES,872.00,540.00,Female,65-74 years old,Widowed,Middle Easterners and North Africans,NO,YES,Doctorate degree,150001 to 200000,YES,YES,Natural resources construction and maintenance,YES,Foreign travel,Health
0000000001,8/27/2018 10:09,10.1.4021.1,Waterproof phone cases,Bluetooth speakers,Mission,Mens fashion accessories,Fairy lights,Debit,NO,YES,NO,YES,YES,801.00,775.00,Female,55-64 years old,Separated,Native Americans and Alaska Natives,YES,NO,Trade/technical/vocational training,75001 to 100000,NO,YES,Sales and office,NO,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.4022.1,Liquid phone cases,Phone power banks,Mission,Gluten-free products,The charcoal face mask,Debit,NO,NO,YES,YES,NO,760.00,419.00,Male,12-17 years old,Single never married,Black and African Americans,NO,YES,Trade/technical/vocational training,150001 to 200000,NO,NO,Sales and office,NO,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.4023.1,Mens fashion accessories,Matcha Powder,Your List,Welcome,Waterproof phone cases,PayPal,NO,YES,NO,NO,NO,969.00,803.00,Female,18-24 years old,Married or domestic partnership,Native Americans and Alaska Natives,YES,NO,Associate degree,200001 and above,NO,NO,Natural resources construction and maintenance,YES,Physical fitness/exercise,Health
0000000001,8/27/2018 10:09,10.1.4024.1,Welcome,Drones,Cart,Coconut oil,Coconut oil,Visa,NO,NO,YES,YES,NO,889.00,61.00,Male,55-64 years old,Widowed,Black and African Americans,NO,NO,Trade/technical/vocational training,0 - 30000,YES,NO,Production transportation and material moving,NO,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4025.1,Enamel pins,Wood frame sunglasses,Mission,Welcome,The charcoal face mask,PayPal,YES,NO,NO,YES,NO,635.00,27.00,Male,35-44 years old,Divorced,Native Hawaiians and other Pacific Islanders,YES,NO,,100001 to 150000,YES,NO,Management professional and related,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.4026.1,Bluetooth speakers,Gluten-free products,About,Bluetooth speakers,Enamel pins,PayPal,YES,YES,YES,NO,NO,145.00,392.00,Male,12-17 years old,Widowed,Native Hawaiians and other Pacific Islanders,YES,YES,Nursery school to 8th grade,200001 and above,NO,YES,Sales and office,NO,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.4027.1,Baby products,Welcome,Your List,Phone power banks,Matcha Powder,Visa,NO,NO,YES,YES,YES,846.00,437.00,Female,75 years or older,Divorced,Hispanic and Latino Americans,NO,YES,No schooling completed,200001 and above,YES,NO,Production transportation and material moving,YES,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.4028.1,Mens fashion accessories,Coconut oil,Returns,Baby products,Wood frame sunglasses,Gift Card,YES,YES,YES,YES,NO,338.00,6.00,Female,55-64 years old,Widowed,Asian Americans,YES,YES,,50001 to 75000,YES,YES,Natural resources construction and maintenance,YES,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.4029.1,Baby products,Bluetooth speakers,Cart,Bluetooth speakers,Fitness trackers,MasterCard,NO,YES,YES,YES,NO,23.00,552.00,Male,25-34 years old,Widowed,Black and African Americans,YES,NO,Professional degree,30001 to 50000,NO,NO,Natural resources construction and maintenance,NO,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.4030.1,Fairy lights,Bluetooth speakers,Your Account,Fairy lights,3D printers,Gift Card,NO,NO,YES,NO,NO,374.00,635.00,Female,25-34 years old,Married or domestic partnership,Native Americans and Alaska Natives,YES,YES,No schooling completed,30001 to 50000,YES,YES,Sales and office,NO,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.4031.1,Gluten-free products,Fairy lights,Mission,Baby products,Enamel pins,Visa,YES,NO,NO,YES,YES,105.00,947.00,Female,55-64 years old,Widowed,Hispanic and Latino Americans,NO,YES,Professional degree,30001 to 50000,NO,NO,Management professional and related,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.4032.1,Drones,Fairy lights,About,Phone power banks,Enamel pins,MasterCard,NO,YES,YES,YES,YES,668.00,220.00,Male,18-24 years old,Separated,Native Hawaiians and other Pacific Islanders,YES,NO,Bachelor’s degree,50001 to 75000,YES,YES,Sales and office,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.4033.1,3D printers,Phone power banks,Your Orders,Enamel pins,Phone power banks,PayPal,NO,NO,NO,NO,NO,500.00,677.00,Female,35-44 years old,Single never married,Middle Easterners and North Africans,YES,NO,Associate degree,75001 to 100000,NO,YES,Natural resources construction and maintenance,YES,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.4034.1,3D printers,Enamel pins,Your Recommendations,Bluetooth speakers,Baby products,PayPal,YES,YES,NO,NO,NO,638.00,318.00,Female,35-44 years old,Married or domestic partnership,Black and African Americans,YES,NO,Bachelor’s degree,75001 to 100000,YES,YES,Management professional and related,YES,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.4035.1,Waterproof phone cases,Phone power banks,Contact Us,Gluten-free products,Matcha Powder,Visa,NO,YES,YES,NO,YES,396.00,631.00,Female,45-54 years old,Divorced,Middle Easterners and North Africans,NO,YES,Associate degree,75001 to 100000,NO,YES,Service,YES,Book reading,Health
0000000001,8/27/2018 10:09,10.1.4036.1,Waterproof phone cases,Fitness trackers,Your Account,Enamel pins,Welcome,Visa,NO,YES,NO,NO,YES,947.00,759.00,Female,45-54 years old,Separated,Hispanic and Latino Americans,YES,YES,,75001 to 100000,NO,NO,Sales and office,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.4037.1,Enamel pins,Wood frame sunglasses,Your List,Mens fashion accessories,Gluten-free products,Debit,NO,YES,NO,YES,NO,767.00,270.00,Male,25-34 years old,Married or domestic partnership,Native Hawaiians and other Pacific Islanders,YES,NO,,50001 to 75000,YES,NO,Natural resources construction and maintenance,YES,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.4038.1,Waterproof phone cases,Wood frame sunglasses,Cart,Welcome,Liquid phone cases,Gift Card,NO,YES,YES,YES,NO,617.00,682.00,Female,65-74 years old,Divorced,White and European Americans,NO,NO,,75001 to 100000,NO,YES,Production transportation and material moving,YES,Sewing,Health
0000000001,8/27/2018 10:09,10.1.4039.1,3D printers,The charcoal face mask,About,Phone power banks,Drones,Gift Card,YES,YES,NO,NO,NO,499.00,170.00,Female,55-64 years old,Single never married,White and European Americans,YES,YES,Master’s degree,150001 to 200000,NO,NO,Sales and office,YES,Crafts,Health
0000000001,8/27/2018 10:09,10.1.4040.1,Phone power banks,Matcha Powder,Shipping,Matcha Powder,The charcoal face mask,Visa,NO,YES,NO,YES,NO,918.00,981.00,Female,18-24 years old,Married or domestic partnership,Native Americans and Alaska Natives,NO,NO,Some high school no diploma,75001 to 100000,NO,YES,Sales and office,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.4041.1,Coconut oil,Coconut oil,Mission,Liquid phone cases,Gluten-free products,MasterCard,YES,NO,NO,NO,NO,289.00,814.00,Male,45-54 years old,Married or domestic partnership,Middle Easterners and North Africans,YES,NO,No schooling completed,100001 to 150000,NO,YES,Natural resources construction and maintenance,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.4042.1,Drones,Baby products,Your List,Gluten-free products,Gluten-free products,Visa,NO,YES,YES,NO,NO,223.00,286.00,Female,55-64 years old,Widowed,Native Hawaiians and other Pacific Islanders,NO,YES,Doctorate degree,150001 to 200000,NO,NO,Sales and office,NO,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.4043.1,Baby products,The charcoal face mask,Your Account,The charcoal face mask,The charcoal face mask,Debit,YES,NO,YES,YES,YES,444.00,425.00,Female,18-24 years old,Single never married,Hispanic and Latino Americans,NO,NO,Doctorate degree,200001 and above,YES,NO,Natural resources construction and maintenance,NO,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.4044.1,3D printers,Fitness trackers,Deal of The Day,Welcome,Enamel pins,Gift Card,YES,YES,YES,YES,NO,206.00,583.00,Female,65-74 years old,Widowed,White and European Americans,YES,YES,Doctorate degree,30001 to 50000,NO,YES,Natural resources construction and maintenance,NO,Physical fitness/exercise,Health
0000000001,8/27/2018 10:09,10.1.4045.1,Gluten-free products,3D printers,Legal Disclaimer,Bluetooth speakers,Enamel pins,PayPal,NO,NO,NO,NO,YES,91.00,863.00,Female,55-64 years old,Divorced,White and European Americans,YES,YES,Associate degree,0 - 30000,NO,NO,Production transportation and material moving,YES,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.4046.1,The charcoal face mask,Fitness trackers,Legal Disclaimer,Enamel pins,3D printers,Debit,NO,NO,YES,NO,YES,269.00,845.00,Male,Under 12 years old,Single never married,Asian Americans,YES,YES,Associate degree,150001 to 200000,NO,YES,Production transportation and material moving,YES,Crafts,Health
0000000001,8/27/2018 10:09,10.1.4047.1,Wood frame sunglasses,Coconut oil,Deal of The Day,Baby products,Fairy lights,Visa,NO,NO,YES,YES,NO,253.00,789.00,Female,45-54 years old,Separated,Asian Americans,YES,NO,Associate degree,50001 to 75000,NO,YES,Natural resources construction and maintenance,YES,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.4048.1,Waterproof phone cases,Waterproof phone cases,Legal Disclaimer,The charcoal face mask,The charcoal face mask,Debit,YES,YES,YES,NO,YES,518.00,956.00,Male,65-74 years old,Single never married,Black and African Americans,YES,NO,Associate degree,30001 to 50000,YES,YES,Management professional and related,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.4049.1,Bluetooth speakers,Gluten-free products,Mission,Bluetooth speakers,Mens fashion accessories,Gift Card,NO,YES,NO,NO,NO,563.00,653.00,Male,25-34 years old,Divorced,Hispanic and Latino Americans,NO,YES,Doctorate degree,30001 to 50000,YES,NO,Sales and office,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.4050.1,Baby products,Drones,Legal Disclaimer,Fairy lights,Fairy lights,Visa,YES,YES,YES,YES,YES,245.00,930.00,Male,75 years or older,Married or domestic partnership,Asian Americans,NO,NO,Professional degree,0 - 30000,YES,YES,Service,NO,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.4051.1,Waterproof phone cases,Bluetooth speakers,Cart,Fairy lights,Phone power banks,PayPal,YES,YES,YES,YES,NO,546.00,360.00,Male,Under 12 years old,Widowed,White and European Americans,NO,NO,Nursery school to 8th grade,50001 to 75000,NO,NO,Sales and office,YES,Gourmet/fine food,Health
0000000001,8/27/2018 10:09,10.1.4052.1,Gluten-free products,Welcome,Contact Us,Drones,Wood frame sunglasses,MasterCard,NO,YES,NO,NO,NO,406.00,651.00,Female,12-17 years old,Married or domestic partnership,Hispanic and Latino Americans,YES,YES,,0 - 30000,NO,NO,Sales and office,YES,Physical fitness/exercise,Health
0000000001,8/27/2018 10:09,10.1.4053.1,Fitness trackers,3D printers,Contact Us,Enamel pins,Phone power banks,Visa,YES,YES,NO,YES,YES,16.00,914.00,Female,25-34 years old,Divorced,Native Hawaiians and other Pacific Islanders,YES,YES,No schooling completed,50001 to 75000,NO,YES,Production transportation and material moving,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.4054.1,Baby products,Coconut oil,Help,Coconut oil,Welcome,Visa,YES,YES,NO,YES,NO,194.00,740.00,Male,65-74 years old,Widowed,White and European Americans,NO,NO,Master’s degree,200001 and above,YES,NO,Management professional and related,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.4055.1,Welcome,3D printers,Deal of The Day,Mens fashion accessories,Baby products,Gift Card,NO,YES,NO,YES,NO,583.00,447.00,Female,12-17 years old,Married or domestic partnership,Asian Americans,NO,YES,No schooling completed,30001 to 50000,YES,YES,Sales and office,NO,Coin/stamp collecting,Health
0000000001,8/27/2018 10:09,10.1.4056.1,Mens fashion accessories,Enamel pins,Deal of The Day,3D printers,Gluten-free products,MasterCard,YES,NO,NO,YES,NO,711.00,594.00,Female,45-54 years old,Widowed,Middle Easterners and North Africans,NO,YES,Bachelor’s degree,0 - 30000,YES,NO,Production transportation and material moving,NO,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.4057.1,The charcoal face mask,Wood frame sunglasses,Mission,Phone power banks,Bluetooth speakers,PayPal,NO,NO,NO,NO,NO,580.00,782.00,Female,12-17 years old,Divorced,Middle Easterners and North Africans,NO,YES,Master’s degree,150001 to 200000,NO,YES,Management professional and related,NO,Self improvement,Health
0000000001,8/27/2018 10:09,10.1.4058.1,Enamel pins,Enamel pins,About,The charcoal face mask,Wood frame sunglasses,MasterCard,NO,YES,YES,NO,YES,670.00,524.00,Male,45-54 years old,Married or domestic partnership,White and European Americans,YES,NO,Associate degree,100001 to 150000,YES,NO,Management professional and related,NO,Stereo/records and tapes,Health
0000000001,8/27/2018 10:09,10.1.4059.1,Gluten-free products,Baby products,Shipping,The charcoal face mask,Welcome,MasterCard,NO,NO,NO,YES,NO,111.00,510.00,Female,Under 12 years old,Divorced,Black and African Americans,NO,NO,Trade/technical/vocational training,75001 to 100000,YES,NO,Management professional and related,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.4060.1,Mens fashion accessories,Drones,Shipping,Mens fashion accessories,Wood frame sunglasses,Visa,YES,NO,NO,NO,NO,463.00,369.00,Female,45-54 years old,Divorced,Asian Americans,NO,YES,No schooling completed,50001 to 75000,YES,NO,Production transportation and material moving,YES,Physical fitness/exercise,Health
0000000001,8/27/2018 10:09,10.1.4061.1,Gluten-free products,3D printers,About,Phone power banks,Coconut oil,Gift Card,YES,YES,YES,YES,NO,86.00,82.00,Female,Under 12 years old,Separated,Hispanic and Latino Americans,YES,NO,Some high school no diploma,30001 to 50000,YES,YES,Sales and office,YES,Needlework/knitting,Health
0000000001,8/27/2018 10:09,10.1.4062.1,Gluten-free products,The charcoal face mask,Deal of The Day,Welcome,Phone power banks,PayPal,YES,YES,YES,NO,NO,161.00,723.00,Female,35-44 years old,Single never married,Black and African Americans,NO,YES,Some high school no diploma,30001 to 50000,YES,YES,Sales and office,NO,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4063.1,Gluten-free products,Fitness trackers,Returns,Enamel pins,Bluetooth speakers,MasterCard,NO,NO,NO,YES,YES,970.00,408.00,Male,65-74 years old,Married or domestic partnership,Black and African Americans,NO,YES,Associate degree,75001 to 100000,NO,NO,Sales and office,NO,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.4064.1,Wood frame sunglasses,Welcome,Cart,Baby products,Waterproof phone cases,PayPal,NO,NO,YES,NO,NO,693.00,342.00,Male,55-64 years old,Single never married,Middle Easterners and North Africans,NO,NO,No schooling completed,75001 to 100000,YES,YES,Service,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.4065.1,Waterproof phone cases,Enamel pins,Contact Us,Fitness trackers,Fitness trackers,MasterCard,YES,YES,NO,NO,YES,790.00,69.00,Female,35-44 years old,Married or domestic partnership,White and European Americans,NO,NO,Associate degree,150001 to 200000,YES,NO,Service,YES,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4066.1,3D printers,Gluten-free products,Your List,Mens fashion accessories,Mens fashion accessories,Visa,YES,NO,NO,YES,NO,617.00,39.00,Female,55-64 years old,Divorced,Middle Easterners and North Africans,NO,YES,Master’s degree,100001 to 150000,YES,NO,Production transportation and material moving,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.4067.1,Drones,Enamel pins,Your Account,Fairy lights,Drones,Gift Card,NO,NO,NO,NO,NO,216.00,542.00,Male,35-44 years old,Divorced,White and European Americans,YES,YES,Associate degree,200001 and above,NO,YES,Production transportation and material moving,NO,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.4068.1,3D printers,Liquid phone cases,Shipping,Waterproof phone cases,Fairy lights,Gift Card,YES,NO,NO,NO,NO,653.00,583.00,Male,45-54 years old,Married or domestic partnership,Middle Easterners and North Africans,NO,NO,Professional degree,100001 to 150000,YES,YES,Sales and office,YES,Compact discs,Health
0000000001,8/27/2018 10:09,10.1.4069.1,Baby products,Drones,Your Account,Liquid phone cases,Fitness trackers,Debit,NO,YES,YES,NO,NO,133.00,992.00,Female,55-64 years old,Widowed,Asian Americans,YES,YES,Nursery school to 8th grade,0 - 30000,NO,YES,Sales and office,NO,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.4070.1,Phone power banks,Waterproof phone cases,Cart,Fitness trackers,Drones,Gift Card,NO,YES,YES,NO,NO,292.00,217.00,Female,12-17 years old,Married or domestic partnership,Asian Americans,YES,YES,Nursery school to 8th grade,150001 to 200000,YES,YES,Management professional and related,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.4071.1,Bluetooth speakers,Waterproof phone cases,Legal Disclaimer,Phone power banks,Welcome,MasterCard,YES,NO,YES,NO,NO,337.00,336.00,Male,45-54 years old,Divorced,Asian Americans,YES,NO,,0 - 30000,YES,NO,Production transportation and material moving,NO,Charities/volunteer work,Health
0000000001,8/27/2018 10:09,10.1.4072.1,3D printers,Mens fashion accessories,Returns,Baby products,Fairy lights,MasterCard,NO,YES,YES,YES,NO,547.00,380.00,Male,75 years or older,Single never married,White and European Americans,YES,NO,No schooling completed,0 - 30000,NO,NO,Service,YES,Wildlife/environment issues,Health
0000000001,8/27/2018 10:09,10.1.4073.1,Waterproof phone cases,Mens fashion accessories,Returns,Fitness trackers,Liquid phone cases,Visa,NO,YES,YES,NO,NO,46.00,267.00,Female,18-24 years old,Divorced,White and European Americans,NO,NO,Bachelor’s degree,100001 to 150000,YES,NO,Sales and office,YES,Money making opportunities,Health
0000000001,8/27/2018 10:09,10.1.4074.1,Fairy lights,Gluten-free products,Deal of The Day,Wood frame sunglasses,Gluten-free products,Debit,NO,NO,NO,NO,NO,537.00,719.00,Female,Under 12 years old,Separated,Native Americans and Alaska Natives,YES,NO,Nursery school to 8th grade,30001 to 50000,YES,NO,Sales and office,YES,Do-it-Yourself/workshop,Health
0000000001,8/27/2018 10:09,10.1.4075.1,Matcha Powder,The charcoal face mask,Contact Us,The charcoal face mask,Gluten-free products,Gift Card,NO,YES,NO,YES,NO,506.00,678.00,Female,25-34 years old,Single never married,White and European Americans,NO,NO,Master’s degree,50001 to 75000,NO,YES,Sales and office,NO,Crafts,Health
0000000001,8/27/2018 10:09,10.1.4076.1,Matcha Powder,Bluetooth speakers,Cart,Welcome,3D printers,MasterCard,NO,YES,NO,YES,NO,560.00,427.00,Female,75 years or older,Separated,Hispanic and Latino Americans,NO,NO,Professional degree,30001 to 50000,NO,NO,Service,NO,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4077.1,Welcome,Wood frame sunglasses,Your Orders,Matcha Powder,The charcoal face mask,MasterCard,YES,YES,NO,YES,NO,382.00,530.00,Male,12-17 years old,Married or domestic partnership,Hispanic and Latino Americans,NO,YES,Professional degree,30001 to 50000,NO,YES,Natural resources construction and maintenance,YES,Other,Health
0000000001,8/27/2018 10:09,10.1.4078.1,Baby products,Fairy lights,Your Orders,Liquid phone cases,Coconut oil,Debit,NO,NO,NO,YES,YES,325.00,959.00,Male,75 years or older,Widowed,Native Hawaiians and other Pacific Islanders,YES,NO,Professional degree,75001 to 100000,NO,YES,Natural resources construction and maintenance,NO,Fashion clothing,Health
0000000001,8/27/2018 10:09,10.1.4079.1,Fitness trackers,Fairy lights,Contact Us,Wood frame sunglasses,Phone power banks,Gift Card,NO,YES,YES,NO,NO,991.00,706.00,Female,75 years or older,Single never married,White and European Americans,NO,YES,Some high school no diploma,30001 to 50000,NO,NO,Service,NO,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4080.1,Enamel pins,Mens fashion accessories,Your List,Phone power banks,3D printers,Gift Card,NO,YES,YES,YES,NO,348.00,673.00,Female,18-24 years old,Separated,Middle Easterners and North Africans,YES,NO,Trade/technical/vocational training,0 - 30000,YES,YES,Production transportation and material moving,NO,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4081.1,Baby products,Bluetooth speakers,Deal of The Day,Enamel pins,Gluten-free products,Gift Card,YES,NO,NO,YES,NO,391.00,578.00,Female,25-34 years old,Widowed,Asian Americans,YES,YES,Bachelor’s degree,30001 to 50000,NO,NO,Natural resources construction and maintenance,NO,Dieting,Health
0000000001,8/27/2018 10:09,10.1.4082.1,Waterproof phone cases,Welcome,Contact Us,Matcha Powder,Drones,MasterCard,NO,NO,NO,NO,NO,302.00,547.00,Male,75 years or older,Divorced,Asian Americans,NO,NO,,150001 to 200000,YES,YES,Service,YES,Art/antiques,Health
0000000001,8/27/2018 10:09,10.1.4083.1,The charcoal face mask,Waterproof phone cases,Shipping,Fitness trackers,Liquid phone cases,Debit,YES,YES,NO,YES,NO,912.00,670.00,Female,18-24 years old,Divorced,Native Hawaiians and other Pacific Islanders,NO,YES,Nursery school to 8th grade,100001 to 150000,NO,NO,Production transportation and material moving,NO,Camping,Health
0000000001,8/27/2018 10:09,10.1.4084.1,Matcha Powder,The charcoal face mask,Your Account,The charcoal face mask,Waterproof phone cases,Gift Card,YES,NO,NO,NO,NO,614.00,167.00,Female,12-17 years old,Separated,White and European Americans,YES,NO,Some high school no diploma,30001 to 50000,YES,YES,Sales and office,YES,Outdoor gardening,Health
0000000001,8/27/2018 10:09,10.1.4085.1,Coconut oil,Coconut oil,Legal Disclaimer,Gluten-free products,Waterproof phone cases,Visa,NO,YES,YES,YES,NO,685.00,456.00,Male,65-74 years old,Widowed,Black and African Americans,NO,NO,Professional degree,30001 to 50000,YES,NO,Sales and office,YES,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.4086.1,Gluten-free products,Wood frame sunglasses,About,Drones,Enamel pins,Gift Card,YES,YES,NO,YES,NO,359.00,872.00,Male,12-17 years old,Divorced,Asian Americans,NO,NO,,0 - 30000,YES,YES,Production transportation and material moving,NO,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.4087.1,Liquid phone cases,Fitness trackers,Returns,Mens fashion accessories,Welcome,Debit,YES,NO,YES,YES,NO,12.00,684.00,Male,45-54 years old,Single never married,Middle Easterners and North Africans,YES,YES,Bachelor’s degree,50001 to 75000,YES,YES,Natural resources construction and maintenance,NO,Sewing,Health
0000000001,8/27/2018 10:09,10.1.4088.1,Fairy lights,The charcoal face mask,Help,Wood frame sunglasses,Liquid phone cases,Debit,NO,YES,YES,YES,NO,847.00,723.00,Male,25-34 years old,Separated,Asian Americans,NO,NO,Associate degree,30001 to 50000,NO,NO,Natural resources construction and maintenance,NO,Crafts,Health
0000000001,8/27/2018 10:09,10.1.4089.1,Bluetooth speakers,Baby products,Mission,Mens fashion accessories,Coconut oil,Gift Card,YES,NO,NO,NO,YES,457.00,382.00,Male,55-64 years old,Single never married,White and European Americans,NO,YES,Professional degree,100001 to 150000,YES,YES,Production transportation and material moving,NO,Video cassette recordings,Health
0000000001,8/27/2018 10:09,10.1.4090.1,Drones,Drones,Help,Matcha Powder,Mens fashion accessories,MasterCard,NO,YES,NO,NO,NO,332.00,434.00,Female,Under 12 years old,Single never married,Native Hawaiians and other Pacific Islanders,YES,NO,Trade/technical/vocational training,100001 to 150000,NO,NO,Natural resources construction and maintenance,NO,Health foods/vitamins,Health
0000000001,8/27/2018 10:09,10.1.4091.1,Waterproof phone cases,Welcome,Mission,Gluten-free products,Baby products,Debit,YES,NO,YES,NO,YES,263.00,572.00,Female,Under 12 years old,Widowed,Native Americans and Alaska Natives,NO,NO,,150001 to 200000,YES,NO,Production transportation and material moving,NO,Sewing,Health
0000000001,8/27/2018 10:09,10.1.4092.1,Enamel pins,Wood frame sunglasses,Your Recommendations,3D printers,Mens fashion accessories,PayPal,NO,YES,YES,YES,NO,191.00,364.00,Female,35-44 years old,Divorced,Black and African Americans,NO,NO,Master’s degree,0 - 30000,NO,YES,Service,NO,Bicycling/running,Health
0000000001,8/27/2018 10:09,10.1.4093.1,Waterproof phone cases,Wood frame sunglasses,About,Coconut oil,Mens fashion accessories,MasterCard,NO,YES,YES,NO,NO,268.00,557.00,Male,18-24 years old,Married or domestic partnership,Hispanic and Latino Americans,NO,YES,Associate degree,200001 and above,YES,NO,Service,YES,Book reading,Health
0000000001,8/27/2018 10:09,10.1.4094.1,Bluetooth speakers,Liquid phone cases,Cart,The charcoal face mask,Baby products,PayPal,NO,YES,NO,YES,YES,275.00,514.00,Male,25-34 years old,Separated,Middle Easterners and North Africans,NO,YES,No schooling completed,0 - 30000,NO,NO,Natural resources construction and maintenance,NO,Physical fitness/exercise,Health
0000000001,8/27/2018 10:09,10.1.4095.1,Baby products,Fairy lights,Shipping,Mens fashion accessories,Enamel pins,Gift Card,NO,YES,NO,NO,YES,704.00,135.00,Female,Under 12 years old,Divorced,Asian Americans,YES,NO,Some high school no diploma,50001 to 75000,NO,NO,Natural resources construction and maintenance,NO,Sweepstakes,Health
0000000001,8/27/2018 10:09,10.1.4096.1,Bluetooth speakers,Baby products,Cart,Waterproof phone cases,Welcome,MasterCard,YES,YES,YES,NO,NO,669.00,629.00,Female,25-34 years old,Single never married,Middle Easterners and North Africans,YES,YES,Master’s degree,100001 to 150000,YES,NO,Natural resources construction and maintenance,NO,Recreational vehicles,Health
0000000001,8/27/2018 10:09,10.1.4097.1,Enamel pins,Baby products,Cart,Gluten-free products,Fitness trackers,PayPal,NO,YES,NO,YES,NO,917.00,543.00,Female,35-44 years old,Widowed,Middle Easterners and North Africans,NO,NO,Master’s degree,75001 to 100000,NO,NO,Sales and office,NO,Other,Health
0000000001,8/27/2018 10:09,10.1.4098.1,Bluetooth speakers,Liquid phone cases,Shipping,Bluetooth speakers,Bluetooth speakers,PayPal,NO,YES,NO,NO,YES,342.00,90.00,Male,65-74 years old,Single never married,Middle Easterners and North Africans,NO,YES,Master’s degree,0 - 30000,NO,YES,Natural resources construction and maintenance,NO,Art/antiques,Health
